Exited,Scaled Score,France ,Spain ,Male,Scaled Age,Scaled Tenure,Scaled Balance ,NumOfProducts,Balance to Salary Ratio,Product to tenure Ratio ,Age Tenure,Engagement Score,Scaled Salary,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,CreditScore
0,0.02 ,1,0,0,0.10 ,(0.35),0.06 ,2,238%,0.50,0.10,50%,(1.16),1,1,0,40,4,1,"£79,927.36","£33,524.60",2025,652
0,(0.39),0,0,0,(0.85),(0.00),0.88 ,2,77%,0.40,0.17,0%,1.23 ,0,1,1,30,5,1,"£131,563.88","£170,638.98",2025,613
0,(0.03),1,0,0,1.06 ,1.38 ,0.42 ,1,54%,0.11,0.18,11%,1.56 ,1,1,0,50,9,1,"£102,535.57","£189,543.19",2025,648
0,0.56 ,1,0,0,(0.76),(0.70),1.06 ,1,246%,0.33,0.10,33%,(0.73),1,1,0,31,3,1,"£142,905.51","£58,134.97",2025,705
0,1.27 ,0,0,0,(0.28),(0.35),0.47 ,1,2408%,0.25,0.11,25%,(1.66),1,1,1,36,4,0,"£105,858.71","£4,395.45",2025,773
0,(1.75),1,0,1,0.10 ,(0.70),(1.23),1,0%,0.33,0.08,33%,(1.18),1,0,0,40,3,1,£0.00,"£32,319.93",2025,481
0,1.19 ,0,0,1,(0.18),(1.04),0.37 ,2,67%,1.00,0.05,100%,0.83 ,1,0,1,37,2,0,"£99,660.13","£147,700.78",2025,766
0,(1.96),0,1,0,(0.37),1.03 ,(1.23),1,0%,0.13,0.23,0%,0.56 ,0,1,0,35,8,1,£0.00,"£132,295.95",2025,461
0,(0.58),1,0,1,(0.28),0.34 ,1.24 ,1,114%,0.17,0.17,0%,0.61 ,0,0,0,36,6,0,"£153,880.15","£135,431.72",2025,594
0,0.39 ,0,1,1,0.29 ,(0.00),(1.23),2,0%,0.40,0.12,0%,1.70 ,0,0,0,42,5,0,£0.00,"£197,602.29",2025,688
0,(0.90),1,0,0,(0.56),(0.35),0.95 ,1,215%,0.25,0.12,0%,(0.64),0,1,0,33,4,1,"£135,946.26","£63,170.00",2025,564
0,(0.19),0,1,1,(0.09),(1.39),0.71 ,1,130%,1.00,0.03,0%,(0.13),0,0,0,38,1,1,"£120,599.21","£92,816.86",2025,632
0,(0.52),0,0,0,(0.95),0.34 ,(0.03),2,77%,0.33,0.21,33%,(0.07),1,1,1,29,6,1,"£74,430.10","£96,051.10",2025,600
0,(1.49),1,0,0,(0.37),(1.39),(1.23),2,0%,2.00,0.03,0%,(0.14),0,1,0,35,1,0,£0.00,"£92,131.54",2025,507
0,0.35 ,1,0,1,(0.66),1.38 ,0.38 ,2,148%,0.22,0.28,22%,(0.56),1,0,0,32,9,0,"£100,249.41","£67,599.69",2025,684
0,(1.35),1,0,1,1.82 ,(0.70),(1.23),2,0%,0.67,0.05,67%,(1.17),1,0,0,58,3,0,£0.00,"£32,790.02",2025,520
0,1.07 ,1,0,1,(0.47),0.69 ,(1.23),2,0%,0.29,0.21,29%,(0.61),1,0,0,34,7,1,£0.00,"£65,219.85",2025,754
0,2.06 ,1,0,0,(1.04),(1.04),(1.23),2,0%,1.00,0.07,100%,(1.07),1,1,0,28,2,1,£0.00,"£38,773.74",2025,850
0,(0.04),0,0,0,(0.37),(0.70),1.44 ,2,113%,0.67,0.09,0%,0.83 ,0,1,1,35,3,1,"£166,518.63","£147,930.46",2025,647
0,(0.20),1,0,0,(0.47),(0.35),0.77 ,1,116%,0.25,0.12,0%,0.12 ,0,1,0,34,4,1,"£124,379.14","£106,892.91",2025,631
0,2.06 ,1,0,0,0.01 ,(1.04),(1.23),2,0%,1.00,0.05,0%,1.38 ,0,1,0,39,2,1,£0.00,"£179,451.42",2025,850
0,(0.57),0,0,1,(0.47),(1.04),0.18 ,2,56%,1.00,0.06,100%,0.98 ,1,0,1,34,2,0,"£87,967.42","£156,309.52",2025,595
0,(0.96),1,0,0,0.77 ,1.38 ,(1.23),2,0%,0.22,0.19,0%,0.06 ,0,1,0,47,9,1,£0.00,"£103,787.28",2025,558
0,0.94 ,0,1,1,1.34 ,(0.70),(1.23),2,0%,0.67,0.06,67%,(1.06),1,0,0,53,3,1,£0.00,"£38,913.68",2025,741
0,(0.73),0,0,1,(0.37),1.38 ,0.72 ,1,340%,0.11,0.26,11%,(1.12),1,0,1,35,9,0,"£121,355.19","£35,671.45",2025,580
0,(0.45),0,0,1,(0.66),1.38 ,1.09 ,2,82%,0.22,0.28,0%,1.33 ,0,0,1,32,9,1,"£144,272.07","£176,580.63",2025,607
0,0.70 ,1,0,0,(0.95),(0.70),(1.23),1,0%,0.33,0.10,33%,0.60 ,1,1,0,29,3,0,£0.00,"£134,462.29",2025,718
0,1.47 ,0,1,1,(0.95),1.03 ,0.32 ,2,50%,0.25,0.28,0%,1.60 ,0,0,0,29,8,0,"£96,674.55","£192,120.66",2025,793
0,(1.72),0,1,1,(0.28),1.03 ,(1.23),2,0%,0.25,0.22,0%,1.50 ,0,0,0,36,8,1,£0.00,"£186,136.48",2025,484
0,0.56 ,0,1,0,0.67 ,(0.00),0.21 ,1,64%,0.20,0.11,20%,0.68 ,1,1,0,46,5,0,"£89,364.91","£139,162.15",2025,705
0,(0.40),0,1,1,0.01 ,(0.00),1.50 ,1,286%,0.20,0.13,20%,(0.70),1,0,0,39,5,1,"£170,288.38","£59,601.15",2025,612
0,(1.63),1,0,0,0.67 ,(0.35),(1.23),2,0%,0.50,0.09,0%,(1.71),0,1,0,46,4,1,£0.00,"£1,907.66",2025,493
0,0.18 ,1,0,1,3.15 ,(1.04),(1.23),2,0%,1.00,0.03,100%,(0.51),1,0,0,72,2,1,£0.00,"£70,783.61",2025,668
0,0.23 ,1,0,1,0.77 ,(1.39),(1.23),2,0%,2.00,0.02,0%,0.15 ,0,0,0,47,1,0,£0.00,"£108,762.16",2025,673
0,0.30 ,1,0,1,(0.47),(0.70),1.07 ,1,215%,0.33,0.09,0%,(0.58),0,0,0,34,3,1,"£143,292.95","£66,526.01",2025,680
0,(0.22),0,0,1,(0.37),1.03 ,0.57 ,1,123%,0.13,0.23,13%,(0.16),1,0,1,35,8,1,"£112,330.83","£91,001.02",2025,629
0,(1.02),1,0,1,(0.95),1.72 ,(1.23),2,0%,0.20,0.34,0%,(1.53),0,0,0,29,10,1,£0.00,"£12,186.83",2025,552
0,(0.19),0,0,1,0.29 ,0.34 ,(0.26),2,40%,0.33,0.14,33%,0.84 ,1,0,1,42,6,0,"£59,972.26","£148,172.94",2025,632
0,(0.76),1,0,1,0.20 ,0.34 ,(1.23),1,0%,0.17,0.15,17%,1.17 ,1,0,0,41,6,1,£0.00,"£167,621.18",2025,577
0,(1.00),0,0,0,(0.28),(0.70),1.30 ,2,2591%,0.67,0.08,0%,(1.63),0,1,1,36,3,1,"£157,780.93","£6,089.13",2025,554
0,(1.46),1,0,1,1.53 ,1.03 ,0.90 ,2,78%,0.25,0.15,25%,1.22 ,1,0,0,55,8,1,"£132,387.91","£170,360.11",2025,509
0,0.67 ,1,0,0,(0.76),(1.04),0.57 ,2,62%,1.00,0.06,100%,1.42 ,1,1,0,31,2,1,"£112,212.14","£181,600.72",2025,715
0,1.93 ,0,0,1,(0.09),(1.04),0.81 ,1,159%,0.50,0.05,50%,(0.36),1,0,1,38,2,1,"£126,732.85","£79,577.38",2025,837
0,0.24 ,1,0,0,0.29 ,1.38 ,(1.23),2,0%,0.22,0.21,0%,(1.67),0,1,0,42,9,1,£0.00,"£4,292.72",2025,674
0,0.47 ,0,1,0,(0.28),0.69 ,(1.23),2,0%,0.29,0.19,29%,(0.31),1,1,0,36,7,1,£0.00,"£82,298.59",2025,696
0,(0.08),1,0,1,(0.28),0.69 ,1.36 ,2,191%,0.29,0.19,29%,(0.27),1,0,0,36,7,0,"£161,064.64","£84,294.82",2025,643
0,1.04 ,1,0,0,(0.85),0.34 ,(1.23),2,0%,0.33,0.20,0%,(1.47),0,1,0,30,6,1,£0.00,"£15,766.10",2025,751
0,0.57 ,0,1,1,1.34 ,0.69 ,(1.23),2,0%,0.29,0.13,29%,0.31 ,1,0,0,53,7,0,£0.00,"£117,939.17",2025,706
0,(1.39),0,0,0,(0.56),1.72 ,1.00 ,1,109%,0.10,0.30,10%,0.47 ,1,1,1,33,10,1,"£138,847.90","£127,256.70",2025,516
0,0.37 ,1,0,1,0.01 ,(0.35),(1.23),2,0%,0.50,0.10,0%,0.96 ,0,0,0,39,4,1,£0.00,"£155,023.93",2025,686
0,0.47 ,0,1,1,(1.04),1.03 ,(1.23),1,0%,0.13,0.29,0%,1.33 ,0,0,0,28,8,0,£0.00,"£176,713.47",2025,696
0,(0.93),1,0,0,(0.76),(1.39),0.08 ,2,125%,2.00,0.03,200%,(0.61),1,1,0,31,1,1,"£81,480.27","£65,234.60",2025,561
0,(0.52),0,1,0,(1.14),0.34 ,(1.23),2,0%,0.33,0.22,33%,1.25 ,1,1,0,27,6,1,£0.00,"£172,031.22",2025,600
0,(0.93),1,0,1,(0.47),(1.39),0.04 ,1,649%,1.00,0.03,100%,(1.53),1,0,0,34,1,1,"£78,829.53","£12,148.20",2025,561
0,0.26 ,1,0,1,(0.18),1.72 ,0.48 ,1,64%,0.10,0.27,10%,1.16 ,1,0,0,37,10,1,"£106,242.67","£166,678.28",2025,676
0,(1.11),1,0,1,2.39 ,(0.35),(1.23),2,0%,0.50,0.06,50%,0.84 ,1,0,0,64,4,1,£0.00,"£148,305.82",2025,543
0,(0.06),1,0,1,(0.66),(0.35),(1.23),2,0%,0.50,0.13,50%,(0.04),1,0,0,32,4,0,£0.00,"£97,628.08",2025,645
0,(0.23),1,0,0,0.58 ,1.03 ,(1.23),2,0%,0.25,0.18,0%,1.63 ,0,1,0,45,8,1,£0.00,"£193,903.06",2025,628
0,0.21 ,1,0,0,(0.47),(0.00),1.41 ,1,149%,0.20,0.15,0%,0.19 ,0,1,0,34,5,1,"£164,757.56","£110,748.88",2025,671
0,(0.67),1,0,1,2.39 ,(1.39),(1.23),2,0%,2.00,0.02,200%,(0.81),1,0,0,64,1,1,£0.00,"£53,710.23",2025,586
0,(0.71),1,0,1,0.20 ,(1.39),(0.58),1,32%,1.00,0.02,0%,0.49 ,0,0,0,41,1,1,"£40,488.76","£128,528.83",2025,582
0,(1.05),0,0,0,0.39 ,(0.70),0.94 ,1,2212%,0.33,0.07,0%,(1.63),0,1,1,43,3,1,"£134,985.66","£6,101.41",2025,549
0,1.01 ,1,0,0,(1.23),(1.39),0.02 ,1,42%,1.00,0.04,100%,1.44 ,1,1,0,26,1,0,"£77,780.29","£183,049.41",2025,748
0,(1.83),1,0,1,(1.23),0.34 ,(1.23),2,0%,0.33,0.23,0%,0.91 ,0,0,0,26,6,0,£0.00,"£152,491.22",2025,474
0,(0.33),1,0,0,(0.56),(1.04),1.46 ,2,257%,1.00,0.06,100%,(0.61),1,1,0,33,2,1,"£167,733.51","£65,222.48",2025,619
0,1.03 ,0,1,0,(0.09),0.69 ,0.33 ,2,54%,0.29,0.18,29%,1.39 ,1,1,0,38,7,0,"£97,257.41","£179,883.04",2025,750
0,(2.27),0,0,1,0.29 ,1.03 ,0.71 ,2,96%,0.25,0.19,0%,0.45 ,0,0,1,42,8,1,"£120,822.86","£126,153.24",2025,431
0,0.35 ,0,1,1,0.20 ,(1.04),0.69 ,2,100%,1.00,0.05,0%,0.35 ,0,0,0,41,2,0,"£119,782.72","£120,284.67",2025,684
0,1.08 ,0,0,1,(0.09),(0.35),0.55 ,1,562%,0.25,0.11,25%,(1.40),1,0,1,38,4,1,"£111,096.91","£19,762.88",2025,755
0,(0.06),0,1,1,(0.28),(0.35),(0.27),2,136%,0.50,0.11,0%,(0.98),0,0,0,36,4,1,"£59,893.85","£43,999.64",2025,645
0,(0.80),0,0,1,(0.85),1.03 ,0.82 ,1,66%,0.13,0.27,0%,1.61 ,0,0,1,30,8,1,"£127,406.50","£192,950.60",2025,573
0,0.37 ,0,0,0,1.63 ,(0.00),0.56 ,1,139%,0.20,0.09,20%,(0.34),1,1,1,56,5,1,"£111,642.08","£80,553.87",2025,686
0,0.26 ,1,0,1,(1.52),(1.39),0.50 ,1,93%,1.00,0.04,100%,0.28 ,1,0,0,23,1,0,"£107,787.47","£116,378.82",2025,676
0,(1.67),0,1,1,0.10 ,(0.70),2.32 ,1,129%,0.33,0.08,0%,1.25 ,0,0,0,40,3,1,"£221,532.80","£171,867.08",2025,489
0,0.37 ,1,0,0,0.01 ,(0.70),0.56 ,1,82%,0.33,0.08,0%,0.64 ,0,1,0,39,3,0,"£111,695.62","£136,643.84",2025,686
0,0.25 ,1,0,1,(0.37),1.03 ,(1.23),2,0%,0.25,0.23,25%,(0.76),1,0,0,35,8,1,£0.00,"£56,642.97",2025,675
0,(1.10),1,0,1,(0.09),1.03 ,(1.23),1,0%,0.13,0.21,13%,(0.03),1,0,0,38,8,1,£0.00,"£98,208.62",2025,544
0,1.43 ,0,1,0,0.10 ,(0.35),(1.23),2,0%,0.50,0.10,0%,0.65 ,0,1,0,40,4,1,£0.00,"£137,402.27",2025,789
0,1.45 ,1,0,0,(0.76),1.72 ,(0.02),1,340%,0.10,0.32,0%,(1.35),0,1,0,31,10,1,"£75,499.24","£22,184.14",2025,791
0,0.85 ,1,0,1,1.15 ,1.72 ,1.04 ,1,109%,0.10,0.20,0%,0.52 ,0,0,0,51,10,1,"£141,556.96","£130,189.53",2025,733
0,1.02 ,1,0,1,(0.18),1.72 ,1.74 ,2,138%,0.20,0.27,20%,0.60 ,1,0,0,37,10,1,"£185,063.70","£134,526.87",2025,749
0,(0.73),0,0,1,(0.37),1.72 ,0.96 ,2,550%,0.20,0.29,20%,(1.31),1,0,1,35,10,1,"£136,281.41","£24,799.47",2025,580
0,(0.95),0,1,0,(1.14),(1.39),(1.23),1,0%,1.00,0.04,100%,(1.72),1,1,0,27,1,0,£0.00,"£1,050.33",2025,559
0,0.66 ,0,0,0,0.96 ,(0.00),1.03 ,1,99%,0.20,0.10,0%,0.73 ,0,1,1,49,5,1,"£140,510.89","£141,914.94",2025,714
0,(0.58),0,0,0,(1.23),0.34 ,0.94 ,2,103%,0.33,0.23,0%,0.54 ,0,1,1,26,6,0,"£135,067.52","£131,211.86",2025,594
0,(2.46),0,1,1,(0.37),(1.04),(1.23),2,0%,1.00,0.06,100%,(0.68),1,0,0,35,2,1,£0.00,"£60,972.84",2025,413
0,1.64 ,1,0,1,(0.09),(0.70),(1.23),2,0%,0.67,0.08,67%,(0.35),1,0,0,38,3,1,£0.00,"£80,061.31",2025,809
0,0.49 ,0,0,0,(0.28),0.69 ,0.72 ,1,906%,0.14,0.19,14%,(1.51),1,1,1,36,7,1,"£121,263.62","£13,387.88",2025,698
0,(1.13),1,0,0,(0.66),(0.35),(1.23),1,0%,0.25,0.13,25%,0.26 ,1,1,0,32,4,1,£0.00,"£114,951.42",2025,541
0,(1.71),0,1,1,(0.66),0.34 ,0.41 ,2,53%,0.33,0.19,33%,1.63 ,1,0,0,32,6,1,"£102,238.01","£194,010.12",2025,485
0,1.27 ,1,0,0,0.20 ,0.69 ,1.82 ,1,331%,0.14,0.17,14%,(0.74),1,1,0,41,7,1,"£190,238.93","£57,549.65",2025,773
0,(0.13),1,0,0,0.29 ,0.69 ,1.43 ,1,503%,0.14,0.17,0%,(1.17),0,1,0,42,7,0,"£165,679.92","£32,916.29",2025,638
0,(1.65),1,0,0,(0.28),(1.73),(0.37),1,51%,1.00,0.00,100%,0.07 ,1,1,0,36,0,1,"£53,369.13","£103,934.12",2025,491
0,2.06 ,0,0,1,(0.28),0.69 ,0.42 ,1,118%,0.14,0.19,14%,(0.22),1,0,1,36,7,1,"£102,800.72","£87,352.43",2025,850
0,0.38 ,0,1,0,1.06 ,(0.00),(1.23),2,0%,0.40,0.10,0%,0.18 ,0,1,0,50,5,1,£0.00,"£110,230.40",2025,687
0,0.26 ,1,0,1,(0.95),0.69 ,0.89 ,1,70%,0.14,0.24,0%,1.55 ,0,0,0,29,7,0,"£131,959.86","£189,268.81",2025,676
0,(0.16),1,0,0,0.77 ,(1.04),0.79 ,2,199%,1.00,0.04,0%,(0.64),0,1,0,47,2,1,"£125,724.95","£63,236.97",2025,635
0,0.68 ,1,0,1,0.20 ,1.38 ,(1.23),1,0%,0.11,0.22,11%,0.23 ,1,0,0,41,9,1,£0.00,"£113,267.48",2025,716
0,0.68 ,1,0,0,(1.52),(1.04),0.29 ,2,51%,1.00,0.09,100%,1.49 ,1,1,0,23,2,0,"£94,464.81","£185,900.88",2025,716
0,0.72 ,1,0,1,3.06 ,(0.00),1.71 ,2,93%,0.40,0.07,40%,1.70 ,1,0,0,71,5,1,"£183,135.39","£197,688.50",2025,720
0,(0.03),0,0,1,(0.56),0.69 ,0.94 ,2,79%,0.29,0.21,29%,1.24 ,1,0,1,33,7,0,"£135,310.41","£171,668.20",2025,648
0,0.55 ,1,0,0,0.10 ,0.34 ,0.30 ,1,53%,0.17,0.15,17%,1.39 ,1,1,0,40,6,0,"£95,452.89","£179,964.55",2025,704
0,(0.69),1,0,1,(0.09),(1.39),0.62 ,1,66%,1.00,0.03,100%,1.28 ,1,0,0,38,1,0,"£115,341.55","£173,632.92",2025,584
0,(0.17),0,0,1,3.34 ,(0.00),0.52 ,1,1080%,0.20,0.07,0%,(1.57),0,0,1,74,5,1,"£108,891.70","£10,078.02",2025,634
0,(0.91),1,0,1,(0.56),1.03 ,(1.23),2,0%,0.25,0.24,25%,(0.54),1,0,0,33,8,0,£0.00,"£68,815.05",2025,563
0,1.09 ,0,0,1,0.20 ,(1.04),0.77 ,2,264%,1.00,0.05,100%,(0.92),1,0,1,41,2,0,"£124,439.49","£47,093.11",2025,756
0,(0.06),1,0,0,(0.09),0.69 ,(0.27),1,36%,0.14,0.18,14%,1.18 ,1,1,0,38,7,1,"£59,568.57","£167,723.25",2025,645
0,0.11 ,1,0,1,(1.23),1.03 ,(1.23),2,0%,0.25,0.31,0%,1.68 ,0,0,0,26,8,0,£0.00,"£196,875.87",2025,661
0,0.35 ,0,1,0,0.29 ,(0.70),0.43 ,1,333%,0.33,0.07,0%,(1.20),0,1,0,42,3,1,"£103,210.27","£31,002.03",2025,684
0,(0.66),0,1,0,(0.37),(0.70),0.11 ,1,66%,0.33,0.09,0%,0.44 ,0,1,0,35,3,1,"£83,286.56","£125,553.52",2025,587
0,(0.19),0,0,0,(0.09),0.34 ,0.16 ,2,88%,0.33,0.16,0%,(0.03),0,1,1,38,6,1,"£86,569.76","£98,090.91",2025,632
0,0.20 ,1,0,0,0.20 ,1.72 ,(1.23),3,0%,0.30,0.24,0%,(0.32),0,1,0,41,10,1,£0.00,"£81,602.02",2025,670
0,(2.33),0,0,1,0.10 ,1.38 ,1.45 ,2,97%,0.22,0.23,22%,1.26 ,1,0,1,40,9,0,"£166,776.60","£172,646.88",2025,425
0,0.46 ,1,0,1,(1.04),(0.00),1.52 ,2,193%,0.40,0.18,40%,(0.20),1,0,0,28,5,1,"£171,069.39","£88,689.40",2025,695
0,(0.76),1,0,0,(0.47),(1.04),(1.23),2,0%,1.00,0.06,100%,(0.28),1,1,0,34,2,1,£0.00,"£84,033.35",2025,577
0,(0.09),1,0,0,0.01 ,(0.35),(1.23),1,0%,0.25,0.10,25%,(0.40),1,1,0,39,4,1,£0.00,"£76,821.24",2025,642
0,(0.55),1,0,0,(1.42),(1.39),0.43 ,1,171%,1.00,0.04,0%,(0.69),0,1,0,24,1,1,"£103,219.47","£60,420.07",2025,597
0,0.14 ,1,0,1,(0.66),1.72 ,0.49 ,1,95%,0.10,0.31,10%,0.21 ,1,0,0,32,10,1,"£107,209.73","£112,340.20",2025,664
0,(1.14),0,1,0,(1.04),0.34 ,0.12 ,1,104%,0.17,0.21,17%,(0.34),1,1,0,28,6,0,"£84,121.04","£80,698.54",2025,540
0,0.96 ,0,0,0,(0.66),0.34 ,1.02 ,2,86%,0.33,0.19,33%,1.10 ,1,1,1,32,6,1,"£140,348.56","£163,254.39",2025,743
0,0.70 ,1,0,1,0.87 ,1.38 ,(1.23),2,0%,0.22,0.19,22%,(0.49),1,0,0,48,9,1,£0.00,"£72,105.63",2025,718
0,(1.41),0,1,1,(0.85),0.69 ,(1.23),1,0%,0.14,0.23,14%,0.43 ,1,0,0,30,7,0,£0.00,"£125,010.24",2025,514
0,(0.24),0,0,1,(0.95),(0.00),1.01 ,2,173%,0.40,0.17,0%,(0.34),0,0,1,29,5,1,"£139,541.58","£80,607.33",2025,627
0,0.25 ,0,0,1,(0.28),0.69 ,0.21 ,1,60%,0.14,0.19,14%,0.86 ,1,0,1,36,7,1,"£89,409.95","£149,399.70",2025,675
0,1.26 ,0,1,1,(0.28),(0.70),0.57 ,1,60%,0.33,0.08,33%,1.51 ,1,0,0,36,3,1,"£112,029.83","£186,948.35",2025,772
0,0.55 ,1,0,0,(0.56),(1.73),0.87 ,2,174%,2.00,0.00,200%,(0.44),1,1,0,33,0,1,"£130,499.09","£74,804.36",2025,704
0,0.35 ,1,0,1,0.67 ,(1.73),(1.23),2,0%,2.00,0.00,200%,(1.11),1,0,0,46,0,1,£0.00,"£36,376.97",2025,684
0,(0.27),0,1,1,1.15 ,(0.00),1.57 ,2,101%,0.40,0.10,40%,1.26 ,1,0,0,51,5,1,"£174,397.21","£172,372.63",2025,624
0,0.89 ,1,0,1,(0.85),1.03 ,1.57 ,1,546%,0.13,0.27,0%,(1.19),0,0,0,30,8,0,"£174,356.13","£31,928.50",2025,737
0,0.63 ,1,0,1,(0.09),(0.70),(1.23),2,0%,0.67,0.08,0%,(0.55),0,0,0,38,3,1,£0.00,"£68,487.51",2025,711
0,0.20 ,0,0,1,(0.76),(1.39),1.06 ,2,81%,2.00,0.03,200%,1.32 ,1,0,1,31,1,1,"£142,631.54","£175,894.24",2025,670
0,(1.17),1,0,1,(0.09),(0.70),(1.23),2,0%,0.67,0.08,0%,0.71 ,0,0,0,38,3,0,£0.00,"£141,023.01",2025,537
0,1.91 ,1,0,0,1.63 ,(1.04),(1.23),2,0%,1.00,0.04,100%,(1.05),1,1,0,56,2,1,£0.00,"£39,820.13",2025,835
0,(0.50),1,0,0,(0.37),1.03 ,(1.23),2,0%,0.25,0.23,25%,0.92 ,1,1,0,35,8,1,£0.00,"£152,843.53",2025,602
0,(0.67),0,0,1,(0.66),(1.39),1.18 ,1,471%,1.00,0.03,0%,(1.19),0,0,1,32,1,1,"£149,814.54","£31,830.06",2025,586
0,0.45 ,1,0,1,0.77 ,(0.35),(1.23),2,0%,0.50,0.09,0%,1.69 ,0,0,0,47,4,1,£0.00,"£197,528.62",2025,694
0,1.97 ,0,0,0,(0.56),0.69 ,1.26 ,2,156%,0.29,0.21,29%,(0.01),1,1,1,33,7,1,"£154,969.79","£99,505.75",2025,841
0,(0.39),0,0,1,(0.09),1.38 ,0.80 ,2,796%,0.22,0.24,0%,(1.46),0,0,1,38,9,0,"£126,265.88","£15,859.95",2025,613
0,(1.10),0,0,1,0.01 ,(0.35),1.06 ,2,97%,0.50,0.10,0%,0.81 ,0,0,1,39,4,1,"£142,406.43","£146,637.45",2025,544
0,0.34 ,1,0,0,0.29 ,1.03 ,(1.23),2,0%,0.25,0.19,25%,1.70 ,1,1,0,42,8,0,£0.00,"£198,134.90",2025,683
0,0.18 ,0,1,1,0.58 ,(0.35),0.42 ,2,65%,0.50,0.09,50%,1.01 ,1,0,0,45,4,1,"£102,486.21","£158,379.25",2025,668
0,0.84 ,0,1,0,2.68 ,(1.39),(1.23),2,0%,2.00,0.01,200%,1.35 ,1,1,0,67,1,1,£0.00,"£177,783.04",2025,732
0,(0.45),0,1,1,(0.28),1.03 ,1.31 ,1,206%,0.13,0.22,13%,(0.41),1,0,0,36,8,1,"£158,261.68","£76,744.72",2025,607
0,0.42 ,1,0,0,(0.56),(1.39),0.83 ,1,113%,1.00,0.03,100%,0.23 ,1,1,0,33,1,1,"£128,306.83","£113,580.79",2025,691
0,0.88 ,1,0,1,1.44 ,0.69 ,0.56 ,2,132%,0.29,0.13,29%,(0.26),1,0,0,54,7,0,"£111,729.47","£84,920.49",2025,736
0,0.11 ,0,1,1,(0.09),0.69 ,1.07 ,1,914%,0.14,0.18,14%,(1.47),1,0,0,38,7,1,"£143,006.70","£15,650.89",2025,661
0,(0.57),0,0,0,(0.66),(1.73),0.26 ,1,1958%,1.00,0.00,0%,(1.66),0,1,1,32,0,1,"£92,466.21","£4,721.30",2025,595
0,(0.90),0,0,1,0.20 ,1.38 ,0.43 ,2,301%,0.22,0.22,22%,(1.14),1,0,1,41,9,1,"£103,522.75","£34,338.21",2025,564
0,0.19 ,1,0,0,0.20 ,(1.73),1.18 ,2,139%,2.00,0.00,0%,0.13 ,0,1,0,41,0,0,"£150,219.41","£107,839.03",2025,669
0,(0.39),1,0,1,0.20 ,0.69 ,(1.23),2,0%,0.29,0.17,0%,(0.69),0,0,0,41,7,1,£0.00,"£60,297.72",2025,613
0,(0.24),1,0,1,0.20 ,(0.70),(1.23),2,0%,0.67,0.07,0%,0.57 ,0,0,0,41,3,1,£0.00,"£132,719.80",2025,627
0,0.33 ,1,0,1,2.87 ,0.34 ,(1.23),2,0%,0.33,0.09,33%,0.86 ,1,0,0,69,6,0,£0.00,"£149,604.18",2025,682
0,(0.27),1,0,0,(1.52),(0.00),(1.23),2,0%,0.40,0.22,0%,0.56 ,0,1,0,23,5,0,£0.00,"£132,418.59",2025,624
0,(1.08),1,0,1,(0.95),(0.00),(1.23),1,0%,0.20,0.17,20%,(0.09),1,0,0,29,5,1,£0.00,"£94,823.95",2025,546
0,0.70 ,1,0,0,2.68 ,0.69 ,(1.23),3,0%,0.43,0.10,43%,(0.30),1,1,0,67,7,1,£0.00,"£82,782.08",2025,718
0,0.77 ,0,0,0,0.01 ,(0.00),0.65 ,1,94%,0.20,0.13,0%,0.42 ,0,1,1,39,5,1,"£116,803.80","£124,052.97",2025,725
0,(0.49),1,0,0,(0.47),1.38 ,(1.23),2,0%,0.22,0.26,0%,1.18 ,0,1,0,34,9,1,£0.00,"£167,916.35",2025,603
0,(0.26),1,0,0,(1.04),(0.70),(1.23),1,0%,0.33,0.11,0%,1.45 ,0,1,0,28,3,0,£0.00,"£183,646.41",2025,625
0,(0.77),0,1,1,(0.56),(0.70),(1.23),2,0%,0.67,0.09,67%,1.57 ,1,0,0,33,3,0,£0.00,"£190,112.05",2025,576
0,0.11 ,1,0,0,(0.18),(0.00),0.96 ,1,168%,0.20,0.14,0%,(0.33),0,1,0,37,5,1,"£136,425.18","£81,102.81",2025,661
0,0.08 ,0,0,0,0.58 ,1.38 ,0.93 ,1,84%,0.11,0.20,11%,1.03 ,1,1,1,45,9,1,"£134,562.80","£159,268.67",2025,658
0,0.50 ,1,0,1,0.01 ,(1.04),0.53 ,1,61%,0.50,0.05,50%,1.39 ,1,0,0,39,2,1,"£109,724.38","£180,022.39",2025,699
0,0.50 ,1,0,1,(1.04),0.69 ,(1.23),2,0%,0.29,0.25,29%,(1.35),1,0,0,28,7,1,£0.00,"£22,684.78",2025,699
0,2.06 ,0,1,1,(0.18),(0.35),0.19 ,1,80%,0.25,0.11,0%,0.17 ,0,0,0,37,4,1,"£88,141.10","£109,659.12",2025,850
0,0.64 ,1,0,0,(0.18),(1.39),0.49 ,2,63%,2.00,0.03,0%,1.20 ,0,1,0,37,1,0,"£106,881.50","£169,386.81",2025,712
0,(0.68),1,0,1,1.44 ,1.03 ,0.17 ,1,157%,0.13,0.15,13%,(0.78),1,0,0,54,8,1,"£87,105.32","£55,346.14",2025,585
0,(0.47),0,0,1,(1.90),1.03 ,1.44 ,1,154%,0.13,0.42,13%,0.14 ,1,0,1,19,8,1,"£166,133.28","£107,994.99",2025,605
